id_rs,rumah_sakit,tipe_rs,nama,ulasan,ulasan_casefolding,ulasan_tokenisasi,ulasan_normalisasi,ulasan_stopwords,ulasan_lemmatize,tokens,sentiment_score,sentiment,emotion_scores,emotion
3374790,RS Hermina Pandanaran,C,putri kayana,Pelayanan sudah baik,pelayanan sudah baik,"['pelayanan', 'sudah', 'baik']","['pelayanan', 'sudah', 'baik']",['pelayanan'],['layan'],['layan'],0,netral,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'fear': 0, 'joy': 0, 'sadness': 0, 'surprise': 0, 'trust': 1}",trust
3374792,RS Hermina Pandanaran,C,ek kaku,"Rumah sakit terbaik , pelayanan ramah , dokter ramah",rumahsakit terbaik pelayanan ramah dokter ramah,"['rumahsakit', 'terbaik', 'pelayanan', 'ramah', 'dokter', 'ramah']","['rumahsakit', 'terbaik', 'pelayanan', 'ramah', 'dokter', 'ramah']","['rumahsakit', 'terbaik', 'pelayanan', 'ramah', 'ramah']","['rumahsakit', 'baik', 'layan', 'ramah', 'ramah']","['rumahsakit', 'baik', 'layan', 'ramah', 'ramah']",6,positif,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'fear': 0, 'joy': 0, 'sadness': 0, 'surprise': 0, 'trust': 1}",trust
3374793,RS Hermina Pandanaran,C,Diana Dewayanti,"Rumah sakitnya bersih, pelayanannya bagus, dokternya ramah, susternya juga ramah. Pokoknya siiip deh 👍 …",rumahsakitnya bersih pelayanannya bagus dokternya ramah susternya juga ramah pokoknya siiip deh,"['rumahsakitnya', 'bersih', 'pelayanannya', 'bagus', 'dokternya', 'ramah', 'susternya', 'juga', 'ramah', 'pokoknya', 'siiip', 'deh']","['rumahsakitnya', 'bersih', 'pelayanannya', 'bagus', 'dokternya', 'ramah', 'susternya', 'juga', 'ramah', 'pokoknya', 'siiip', 'deh']","['rumahsakitnya', 'bersih', 'pelayanannya', 'bagus', 'dokternya', 'ramah', 'susternya', 'ramah', 'pokoknya', 'siiip', 'deh']","['rumahsakitnya', 'bersih', 'layan', 'bagus', 'dokter', 'ramah', 'suster', 'ramah', 'pokok', 'siiip', 'deh']","['rumahsakitnya', 'bersih', 'layan', 'bagus', 'dokter', 'ramah', 'suster', 'ramah', 'pokok', 'siiip', 'deh']",6,positif,"{'anger': 0, 'anticipation': 1, 'disgust': 0, 'fear': 0, 'joy': 1, 'sadness': 0, 'surprise': 1, 'trust': 2}",trust
3374794,RS Hermina Pandanaran,C,Novian Anaryanto,"Pelayanan sangat memuaskan,  informasi selalu terupdate",pelayanan sangat memuaskan informasi selalu terupdate,"['pelayanan', 'sangat', 'memuaskan', 'informasi', 'selalu', 'terupdate']","['pelayanan', 'sangat', 'memuaskan', 'informasi', 'selalu', 'terbaru']","['pelayanan', 'memuaskan', 'informasi', 'terbaru']","['layan', 'muas', 'informasi', 'baru']","['layan', 'muas', 'informasi', 'baru']",4,positif,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'fear': 0, 'joy': 1, 'sadness': 0, 'surprise': 1, 'trust': 0}",joy
3374796,RS Hermina Pandanaran,C,pradangga pamungkas,Pelayanan Prima,pelayanan prima,"['pelayanan', 'prima']","['pelayanan', 'prima']","['pelayanan', 'prima']","['layan', 'prima']","['layan', 'prima']",4,positif,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'fear': 0, 'joy': 0, 'sadness': 0, 'surprise': 0, 'trust': 0}",neutral
3374800,RS Hermina Pandanaran,C,Elenziana Kaet,"Saya suka pelayanan dari dokter Norman Aji dan Asistennya ,ruang Administrasi juga Antrian tidak lama semua pelayanan bagus dari rumah sakit yang lain walau pasien padat tetapi tetap terkontrol rapi ,dan cepat ,semoga seterusnya berkembang dari rumah sakit yang lain semoga pelayanannya tetap seperti ini",saya suka pelayanan dari dokter norman aji dan asistennya ruang administrasi juga antrian tidak lama semua pelayanan bagus dari rumahsakit yang lain walau pasien padat tetapi tetap terkontrol rapi dan cepat semoga seterusnya berkembang dari rumahsakit yang lain semoga pelayanannya tetap seperti ini,"['saya', 'suka', 'pelayanan', 'dari', 'dokter', 'norman', 'aji', 'dan', 'asistennya', 'ruang', 'administrasi', 'juga', 'antrian', 'tidak', 'lama', 'semua', 'pelayanan', 'bagus', 'dari', 'rumahsakit', 'yang', 'lain', 'walau', 'pasien', 'padat', 'tetapi', 'tetap', 'terkontrol', 'rapi', 'dan', 'cepat', 'semoga', 'seterusnya', 'berkembang', 'dari', 'rumahsakit', 'yang', 'lain', 'semoga', 'pelayanannya', 'tetap', 'seperti', 'ini']","['saya', 'suka', 'pelayanan', 'dari', 'dokter', 'norman', 'aji', 'dan', 'asistennya', 'ruang', 'administrasi', 'juga', 'antrean', 'tidak', 'lama', 'semua', 'pelayanan', 'bagus', 'dari', 'rumahsakit', 'yang', 'lain', 'walau', 'pasien', 'padat', 'tetapi', 'tetap', 'terkontrol', 'rapi', 'dan', 'cepat', 'semoga', 'seterusnya', 'berkembang', 'dari', 'rumahsakit', 'yang', 'lain', 'semoga', 'pelayanannya', 'tetap', 'seperti', 'ini']","['suka', 'pelayanan', 'norman', 'aji', 'asistennya', 'ruang', 'administrasi', 'antrean', 'pelayanan', 'bagus', 'rumahsakit', 'padat', 'terkontrol', 'rapi', 'cepat', 'semoga', 'berkembang', 'rumahsakit', 'semoga', 'pelayanannya']","['suka', 'layan', 'norman', 'aji', 'asisten', 'ruang', 'administrasi', 'antre', 'layan', 'bagus', 'rumahsakit', 'padat', 'kontrol', 'rapi', 'cepat', 'moga', 'kembang', 'rumahsakit', 'moga', 'layan']","['suka', 'layan', 'norman', 'aji', 'asisten', 'ruang', 'administrasi', 'antre', 'layan', 'bagus', 'rumahsakit', 'padat', 'kontrol', 'rapi', 'cepat', 'moga', 'kembang', 'rumahsakit', 'moga', 'layan']",5,positif,"{'anger': 0, 'anticipation': 3, 'disgust': 3, 'fear': 2, 'joy': 2, 'sadness': 0, 'surprise': 1, 'trust': 4}",trust
3374805,RS Hermina Pandanaran,C,Andreas K,"Puji Tuhan, pelayanan BPJS sangat baik. Layanan di Poli Kulit bersama Dr. Muslimin sangat membantu",puji tuhan pelayanan bpjs sangat baik layanan di poli kulit bersama dr muslimin sangat membantu,"['puji', 'tuhan', 'pelayanan', 'bpjs', 'sangat', 'baik', 'layanan', 'di', 'poli', 'kulit', 'bersama', 'dr', 'muslimin', 'sangat', 'membantu']","['puji', 'tuhan', 'pelayanan', 'badan penyelenggara jaminan sosial', 'sangat', 'baik', 'layanan', 'di', 'poliklinik', 'kulit', 'bersama', 'dokter', 'muslimin', 'sangat', 'membantu']","['puji', 'tuhan', 'pelayanan', 'badan penyelenggara jaminan sosial', 'layanan', 'poliklinik', 'kulit', 'muslimin', 'membantu']","['puji', 'tuhan', 'layan', 'badan', 'selenggara', 'jamin', 'sosial', 'layan', 'poliklinik', 'kulit', 'muslimin', 'bantu']","['puji', 'tuhan', 'layan', 'badan', 'selenggara', 'jamin', 'sosial', 'layan', 'poliklinik', 'kulit', 'muslimin', 'bantu']",5,positif,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'fear': 0, 'joy': 2, 'sadness': 0, 'surprise': 2, 'trust': 2}",joy
3374806,RS Hermina Pandanaran,C,Budi Setiawan,"Pendaftaran bagian informasi bawah lama pelayanannya. Sampai di poli daftar berkasnya lagi juga lama. Habis itu, kalo dokternya batas praktek tetap ditinggal pulang. Tolong diperbaiki lagi agar pelayanan bagian pendaftaran lebih efisien …",pendaftaran bagian informasi bawah lama pelayanannya sampai di poli daftar berkasnya lagi juga lama habis itu kalo dokternya batas praktek tetap ditinggal pulang tolong diperbaiki lagi agar pelayanan bagian pendaftaran lebih efisien,"['pendaftaran', 'bagian', 'informasi', 'bawah', 'lama', 'pelayanannya', 'sampai', 'di', 'poli', 'daftar', 'berkasnya', 'lagi', 'juga', 'lama', 'habis', 'itu', 'kalo', 'dokternya', 'batas', 'praktek', 'tetap', 'ditinggal', 'pulang', 'tolong', 'diperbaiki', 'lagi', 'agar', 'pelayanan', 'bagian', 'pendaftaran', 'lebih', 'efisien']","['pendaftaran', 'bagian', 'informasi', 'bawah', 'lama', 'pelayanannya', 'sampai', 'di', 'poliklinik', 'daftar', 'berkasnya', 'lagi', 'juga', 'lama', 'habis', 'itu', 'kalau', 'dokternya', 'batas', 'praktik', 'tetap', 'ditinggal', 'pulang', 'tolong', 'diperbaiki', 'lagi', 'agar', 'pelayanan', 'bagian', 'pendaftaran', 'lebih', 'efisien']","['pendaftaran', 'informasi', 'pelayanannya', 'poliklinik', 'daftar', 'berkasnya', 'habis', 'dokternya', 'batas', 'praktik', 'ditinggal', 'pulang', 'tolong', 'diperbaiki', 'pelayanan', 'pendaftaran', 'efisien']","['daftar', 'informasi', 'layan', 'poliklinik', 'daftar', 'berkas', 'habis', 'dokter', 'batas', 'praktik', 'tinggal', 'pulang', 'tolong', 'baik', 'layan', 'daftar', 'efisien']","['daftar', 'informasi', 'layan', 'poliklinik', 'daftar', 'berkas', 'habis', 'dokter', 'batas', 'praktik', 'tinggal', 'pulang', 'tolong', 'baik', 'layan', 'daftar', 'efisien']",-7,negatif,"{'anger': 1, 'anticipation': 1, 'disgust': 1, 'fear': 2, 'joy': 0, 'sadness': 2, 'surprise': 0, 'trust': 4}",trust
3374807,RS Hermina Pandanaran,C,Eko Mardiyanto,Pertolongan persalinan anak ke 2 baik. Puas. Smua ramah.,pertolongan persalinan anak ke baik puas smua ramah,"['pertolongan', 'persalinan', 'anak', 'ke', 'baik', 'puas', 'smua', 'ramah']","['pertolongan', 'persalinan', 'anak', 'ke', 'baik', 'puas', 'semua', 'ramah']","['pertolongan', 'persalinan', 'anak', 'puas', 'ramah']","['tolong', 'salin', 'anak', 'puas', 'ramah']","['tolong', 'salin', 'anak', 'puas', 'ramah']",3,positif,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'fear': 0, 'joy': 1, 'sadness': 0, 'surprise': 0, 'trust': 1}",joy
3374808,RS Hermina Pandanaran,C,Dwi arifah Sulistyana,Pelayanan baik dan memuaskan..,pelayanan baik dan memuaskan,"['pelayanan', 'baik', 'dan', 'memuaskan']","['pelayanan', 'baik', 'dan', 'memuaskan']","['pelayanan', 'memuaskan']","['layan', 'muas']","['layan', 'muas']",5,positif,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'fear': 0, 'joy': 0, 'sadness': 0, 'surprise': 0, 'trust': 1}",trust
3374809,RS Hermina Pandanaran,C,Sari Mulyani,pelayanan persalinan anak pertama yang memuaskan . selanjutnya akan kembali ke Hermina Pandanaran.,pelayanan persalinan anak pertama yang memuaskan selanjutnya akan kembali ke hermina pandanaran,"['pelayanan', 'persalinan', 'anak', 'pertama', 'yang', 'memuaskan', 'selanjutnya', 'akan', 'kembali', 'ke', 'hermina', 'pandanaran']","['pelayanan', 'persalinan', 'anak', 'pertama', 'yang', 'memuaskan', 'selanjutnya', 'akan', 'kembali', 'ke', 'hermina', 'pandanaran']","['pelayanan', 'persalinan', 'anak', 'memuaskan', 'hermina', 'pandanaran']","['layan', 'salin', 'anak', 'muas', 'hermina', 'pandanaran']","['layan', 'salin', 'anak', 'muas', 'hermina', 'pandanaran']",2,positif,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'fear': 0, 'joy': 0, 'sadness': 0, 'surprise': 0, 'trust': 0}",neutral
3374810,RS Hermina Pandanaran,C,Catursri Wulandari,Alhamdulillah dari pelayanan cukup memuaskan,alhamdulillah dari pelayanan cukup memuaskan,"['alhamdulillah', 'dari', 'pelayanan', 'cukup', 'memuaskan']","['alhamdulillah', 'dari', 'pelayanan', 'cukup', 'memuaskan']","['alhamdulillah', 'pelayanan', 'memuaskan']","['alhamdulillah', 'layan', 'muas']","['alhamdulillah', 'layan', 'muas']",10,positif,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'fear': 0, 'joy': 0, 'sadness': 0, 'surprise': 0, 'trust': 0}",neutral
3374811,RS Hermina Pandanaran,C,eva artasari,"Pelayanannya ramah, ruangan nyaman dan bersih..kepengurusan administrasi cepat dan mudah",pelayanannya ramah ruangan nyaman dan bersih kepengurusan administrasi cepat dan mudah,"['pelayanannya', 'ramah', 'ruangan', 'nyaman', 'dan', 'bersih', 'kepengurusan', 'administrasi', 'cepat', 'dan', 'mudah']","['pelayanannya', 'ramah', 'ruangan', 'nyaman', 'dan', 'bersih', 'kepengurusan', 'administrasi', 'cepat', 'dan', 'mudah']","['pelayanannya', 'ramah', 'ruangan', 'nyaman', 'bersih', 'kepengurusan', 'administrasi', 'cepat', 'mudah']","['layan', 'ramah', 'ruang', 'nyaman', 'bersih', 'urus', 'administrasi', 'cepat', 'mudah']","['layan', 'ramah', 'ruang', 'nyaman', 'bersih', 'urus', 'administrasi', 'cepat', 'mudah']",6,positif,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'fear': 0, 'joy': 0, 'sadness': 0, 'surprise': 0, 'trust': 2}",trust
3374812,RS Hermina Pandanaran,C,Jesa Bellucci,"Terima kasih atas pelayanan yang bagus dan memuaskan saat rawat jalan dan rawat inap. Terima kasih dikhususkan kepada dr Syarief Taufik yang menangani tindakan medis istri saya di RS Hermina Pandanaran. Kepada para dokter, tenaga medis, …",terimakasih atas pelayanan yang bagus dan memuaskan saat rawat jalan dan rawat inap terimakasih dikhususkan kepada dr syarief taufik yang menangani tindakan medis istri saya di rs hermina pandanaran kepada para dokter tenaga medis,"['terimakasih', 'atas', 'pelayanan', 'yang', 'bagus', 'dan', 'memuaskan', 'saat', 'rawat', 'jalan', 'dan', 'rawat', 'inap', 'terimakasih', 'dikhususkan', 'kepada', 'dr', 'syarief', 'taufik', 'yang', 'menangani', 'tindakan', 'medis', 'istri', 'saya', 'di', 'rs', 'hermina', 'pandanaran', 'kepada', 'para', 'dokter', 'tenaga', 'medis']","['terimakasih', 'atas', 'pelayanan', 'yang', 'bagus', 'dan', 'memuaskan', 'saat', 'rawat', 'jalan', 'dan', 'rawat', 'inap', 'terimakasih', 'dikhususkan', 'kepada', 'dokter', 'syarief', 'taufik', 'yang', 'menangani', 'tindakan', 'medis', 'istri', 'saya', 'di', 'rumah sakit', 'hermina', 'pandanaran', 'kepada', 'para', 'dokter', 'tenaga', 'medis']","['terimakasih', 'pelayanan', 'bagus', 'memuaskan', 'jalan', 'inap', 'terimakasih', 'dikhususkan', 'syarief', 'taufik', 'menangani', 'tindakan', 'medis', 'istri', 'hermina', 'pandanaran', 'tenaga', 'medis']","['terimakasih', 'layan', 'bagus', 'muas', 'jalan', 'inap', 'terimakasih', 'khusus', 'syarief', 'taufik', 'tangan', 'tindak', 'medis', 'istri', 'hermina', 'pandanaran', 'tenaga', 'medis']","['terimakasih', 'layan', 'bagus', 'muas', 'jalan', 'inap', 'terimakasih', 'khusus', 'syarief', 'taufik', 'tangan', 'tindak', 'medis', 'istri', 'hermina', 'pandanaran', 'tenaga', 'medis']",15,positif,"{'anger': 0, 'anticipation': 3, 'disgust': 0, 'fear': 2, 'joy': 1, 'sadness': 0, 'surprise': 1, 'trust': 4}",trust
3374814,RS Hermina Pandanaran,C,Titiek Retno,"Pelayanan bagus. Suami dirawat dengan baik oleh dokter, suster dan petugas rumah sakit yang lain. Pertahankan dan ditingkatkan.",pelayanan bagus suami dirawat dengan baik oleh dokter suster dan petugas rumahsakit yang lain pertahankan dan ditingkatkan,"['pelayanan', 'bagus', 'suami', 'dirawat', 'dengan', 'baik', 'oleh', 'dokter', 'suster', 'dan', 'petugas', 'rumahsakit', 'yang', 'lain', 'pertahankan', 'dan', 'ditingkatkan']","['pelayanan', 'bagus', 'suami', 'dirawat', 'dengan', 'baik', 'oleh', 'dokter', 'suster', 'dan', 'petugas', 'rumahsakit', 'yang', 'lain', 'pertahankan', 'dan', 'ditingkatkan']","['pelayanan', 'bagus', 'suami', 'dirawat', 'suster', 'petugas', 'rumahsakit', 'pertahankan', 'ditingkatkan']","['layan', 'bagus', 'suami', 'rawat', 'suster', 'tugas', 'rumahsakit', 'tahan', 'tingkat']","['layan', 'bagus', 'suami', 'rawat', 'suster', 'tugas', 'rumahsakit', 'tahan', 'tingkat']",1,netral,"{'anger': 0, 'anticipation': 1, 'disgust': 0, 'fear': 0, 'joy': 1, 'sadness': 0, 'surprise': 1, 'trust': 4}",trust
3374815,RS Hermina Pandanaran,C,Nia Jason,Overall pelayanan baik hanya di kasir yg sangat lama bolak balik lomet 1 loket kasor dan menunggu obat sangat lama sekali,overall pelayanan baik hanya di kasir yg sangat lama bolak balik lomet loket kasor dan menunggu obat sangat lama sekali,"['overall', 'pelayanan', 'baik', 'hanya', 'di', 'kasir', 'yg', 'sangat', 'lama', 'bolak', 'balik', 'lomet', 'loket', 'kasor', 'dan', 'menunggu', 'obat', 'sangat', 'lama', 'sekali']","['overall', 'pelayanan', 'baik', 'hanya', 'di', 'kasir', 'yang', 'sangat', 'lama', 'bolak', 'balik', 'lomet', 'loket', 'kasor', 'dan', 'menunggu', 'obat', 'sangat', 'lama', 'sekali']","['overall', 'pelayanan', 'kasir', 'bolak', 'lomet', 'loket', 'kasor', 'menunggu', 'obat']","['overall', 'layan', 'kasir', 'bolak', 'lomet', 'loket', 'kasor', 'tunggu', 'obat']","['overall', 'layan', 'kasir', 'bolak', 'lomet', 'loket', 'kasor', 'tunggu', 'obat']",-4,negatif,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'fear': 0, 'joy': 2, 'sadness': 0, 'surprise': 2, 'trust': 1}",joy
3374816,RS Hermina Pandanaran,C,Sri Iswanti,"BURUK SEKALI. TOLONG DIBUAT PROSEDUR YANG LEBIH RINGKAS BIAR PASIEN GAK BOLAK BALIK NGURUS PENDAFTARAN, BEDA HARI DAFTAR LAGI ANTRI LAGI, NANTI DI POLI NYA DAFTAR ANTRIAN LAGI, GAK BISA LEBIH RINGKAS APA YAA",buruk sekali tolong dibuat prosedur yang lebih ringkas biar pasien gak bolak balik ngurus pendaftaran beda hari daftar lagi antri lagi nanti di poli nya daftar antrian lagi gak bisa lebih ringkas apa yaa,"['buruk', 'sekali', 'tolong', 'dibuat', 'prosedur', 'yang', 'lebih', 'ringkas', 'biar', 'pasien', 'gak', 'bolak', 'balik', 'ngurus', 'pendaftaran', 'beda', 'hari', 'daftar', 'lagi', 'antri', 'lagi', 'nanti', 'di', 'poli', 'nya', 'daftar', 'antrian', 'lagi', 'gak', 'bisa', 'lebih', 'ringkas', 'apa', 'yaa']","['buruk', 'sekali', 'tolong', 'dibuat', 'prosedur', 'yang', 'lebih', 'ringkas', 'biar', 'pasien', 'tidak', 'bolak', 'balik', 'mengurus', 'pendaftaran', 'beda', 'hari', 'daftar', 'lagi', 'antre', 'lagi', 'nanti', 'di', 'poliklinik', 'nya', 'daftar', 'antrean', 'lagi', 'tidak', 'bisa', 'lebih', 'ringkas', 'apa', 'ya']","['buruk', 'tolong', 'prosedur', 'ringkas', 'bolak', 'mengurus', 'pendaftaran', 'beda', 'daftar', 'antre', 'poliklinik', 'daftar', 'antrean', 'ringkas']","['buruk', 'tolong', 'prosedur', 'ringkas', 'bolak', 'urus', 'daftar', 'beda', 'daftar', 'antre', 'poliklinik', 'daftar', 'antre', 'ringkas']","['buruk', 'tolong', 'prosedur', 'ringkas', 'bolak', 'urus', 'daftar', 'beda', 'daftar', 'antre', 'poliklinik', 'daftar', 'antre', 'ringkas']",-20,negatif,"{'anger': 0, 'anticipation': 1, 'disgust': 0, 'fear': 1, 'joy': 0, 'sadness': 0, 'surprise': 0, 'trust': 1}",anticipation
3374817,RS Hermina Pandanaran,C,rizka akbarina,"Mohon unt dievaluasi kembali terkait pelayanan dan sistem di Hermina, terutama pelayanan BPJS. Agar bisa lebih ramah, cepat&tanggap. Mohon unt disediakan cs di counter, supaya lebih bs membatu pasien unt mendapatkan informasi. Perlu …",mohon unt dievaluasi kembali terkait pelayanan dan sistem di hermina terutama pelayanan bpjs agar bisa lebih ramah cepat tanggap mohon unt disediakan cs di counter supaya lebih bs membatu pasien unt mendapatkan informasi perlu,"['mohon', 'unt', 'dievaluasi', 'kembali', 'terkait', 'pelayanan', 'dan', 'sistem', 'di', 'hermina', 'terutama', 'pelayanan', 'bpjs', 'agar', 'bisa', 'lebih', 'ramah', 'cepat', 'tanggap', 'mohon', 'unt', 'disediakan', 'cs', 'di', 'counter', 'supaya', 'lebih', 'bs', 'membatu', 'pasien', 'unt', 'mendapatkan', 'informasi', 'perlu']","['mohon', 'untuk', 'dievaluasi', 'kembali', 'terkait', 'pelayanan', 'dan', 'sistem', 'di', 'hermina', 'terutama', 'pelayanan', 'badan penyelenggara jaminan sosial', 'agar', 'bisa', 'lebih', 'ramah', 'cepat', 'tanggap', 'mohon', 'untuk', 'disediakan', 'customer service', 'di', 'counter', 'supaya', 'lebih', 'bisa', 'membatu', 'pasien', 'untuk', 'mendapatkan', 'informasi', 'perlu']","['mohon', 'dievaluasi', 'terkait', 'pelayanan', 'sistem', 'hermina', 'pelayanan', 'badan penyelenggara jaminan sosial', 'ramah', 'cepat', 'tanggap', 'mohon', 'disediakan', 'customer service', 'counter', 'membatu', 'informasi']","['mohon', 'evaluasi', 'kait', 'layan', 'sistem', 'hermina', 'layan', 'badan', 'selenggara', 'jamin', 'sosial', 'ramah', 'cepat', 'tanggap', 'mohon', 'sedia', 'customer', 'service', 'counter', 'batu', 'informasi']","['mohon', 'evaluasi', 'kait', 'layan', 'sistem', 'hermina', 'layan', 'badan', 'selenggara', 'jamin', 'sosial', 'ramah', 'cepat', 'tanggap', 'mohon', 'sedia', 'customer', 'service', 'counter', 'batu', 'informasi']",1,netral,"{'anger': 0, 'anticipation': 1, 'disgust': 0, 'fear': 1, 'joy': 0, 'sadness': 0, 'surprise': 0, 'trust': 1}",anticipation
3374818,RS Hermina Pandanaran,C,Bonifacio Cindra,Pelayanannya lama banget,pelayanannya lama banget,"['pelayanannya', 'lama', 'banget']","['pelayanannya', 'lama', 'banget']","['pelayanannya', 'banget']","['layan', 'banget']","['layan', 'banget']",1,netral,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'fear': 0, 'joy': 0, 'sadness': 0, 'surprise': 0, 'trust': 0}",neutral
3374819,RS Hermina Pandanaran,C,Ihya Latifah,Pelayanan jelek,pelayanan jelek,"['pelayanan', 'jelek']","['pelayanan', 'jelek']","['pelayanan', 'jelek']","['layan', 'jelek']","['layan', 'jelek']",-5,negatif,"{'anger': 0, 'anticipation': 0, 'disgust': 1, 'fear': 0, 'joy': 0, 'sadness': 0, 'surprise': 0, 'trust': 0}",disgust
3374820,RS Hermina Pandanaran,C,Nova Previtata,Pelayanan bagus dan sat set,pelayanan bagus dan sat set,"['pelayanan', 'bagus', 'dan', 'sat', 'set']","['pelayanan', 'bagus', 'dan', 'sat', 'set']","['pelayanan', 'bagus', 'sat', 'set']","['layan', 'bagus', 'sat', 'set']","['layan', 'bagus', 'sat', 'set']",2,positif,"{'anger': 0, 'anticipation': 1, 'disgust': 0, 'fear': 0, 'joy': 1, 'sadness': 0, 'surprise': 1, 'trust': 1}",anticipation
3374821,RS Hermina Pandanaran,C,Anyar Coy,"Terima kasih banyak untuk semuany atas pelayanan selama saya di RS Hermina pandanaran,sudah ke-2xny saya SC dengan dr.hary di RS Hermina pandanaran(tahun 2018&2024),,saya sangat puas dengan semuany,,sekali lagi terima kasih 🙏 …",terimakasih banyak untuk semuany atas pelayanan selama saya di rs hermina pandanaran sudah kexny saya sc dengan dr hary di rs hermina pandanaran tahun saya sangat puas dengan semuany sekali lagi terimakasih,"['terimakasih', 'banyak', 'untuk', 'semuany', 'atas', 'pelayanan', 'selama', 'saya', 'di', 'rs', 'hermina', 'pandanaran', 'sudah', 'kexny', 'saya', 'sc', 'dengan', 'dr', 'hary', 'di', 'rs', 'hermina', 'pandanaran', 'tahun', 'saya', 'sangat', 'puas', 'dengan', 'semuany', 'sekali', 'lagi', 'terimakasih']","['terimakasih', 'banyak', 'untuk', 'semuany', 'atas', 'pelayanan', 'selama', 'saya', 'di', 'rumah sakit', 'hermina', 'pandanaran', 'sudah', 'kexny', 'saya', 'sc', 'dengan', 'dokter', 'hary', 'di', 'rumah sakit', 'hermina', 'pandanaran', 'tahun', 'saya', 'sangat', 'puas', 'dengan', 'semuany', 'sekali', 'lagi', 'terimakasih']","['terimakasih', 'semuany', 'pelayanan', 'hermina', 'pandanaran', 'kexny', 'sc', 'hary', 'hermina', 'pandanaran', 'puas', 'semuany', 'terimakasih']","['terimakasih', 'semuany', 'layan', 'hermina', 'pandanaran', 'kexny', 'sc', 'hary', 'hermina', 'pandanaran', 'puas', 'semuany', 'terimakasih']","['terimakasih', 'semuany', 'layan', 'hermina', 'pandanaran', 'kexny', 'sc', 'hary', 'hermina', 'pandanaran', 'puas', 'semuany', 'terimakasih']",13,positif,"{'anger': 0, 'anticipation': 0, 'disgust': 0, 'fear': 0, 'joy': 2, 'sadness': 0, 'surprise': 1, 'trust': 0}",joy
3374822,RS Hermina Pandanaran,C,Eve Lynda,"Rumah sakit itu bgerak d bidang pelayanan. Tp baik administrasi maupun tenaga medisnya kecuali dokter, ketus, jutek dan ogah2an dalam melayani. Pdhal kita dcover asuransi kelas 1. Terbayang kalau pasien Bpjs, bgamana buruknya. Jangan sampai sakit rakyat Indonesia .. seram",rumahsakit itu bgerak d bidang pelayanan tp baik administrasi maupun tenaga medisnya kecuali dokter ketus jutek dan ogahan dalam melayani pdhal kita dcover asuransi kelas terbayang kalau pasien bpjs bgamana buruknya jangan sampai sakit rakyat indonesia seram,"['rumahsakit', 'itu', 'bgerak', 'd', 'bidang', 'pelayanan', 'tp', 'baik', 'administrasi', 'maupun', 'tenaga', 'medisnya', 'kecuali', 'dokter', 'ketus', 'jutek', 'dan', 'ogahan', 'dalam', 'melayani', 'pdhal', 'kita', 'dcover', 'asuransi', 'kelas', 'terbayang', 'kalau', 'pasien', 'bpjs', 'bgamana', 'buruknya', 'jangan', 'sampai', 'sakit', 'rakyat', 'indonesia', 'seram']","['rumahsakit', 'itu', 'bergerak', 'di', 'bidang', 'pelayanan', 'tetapi', 'baik', 'administrasi', 'maupun', 'tenaga', 'medisnya', 'kecuali', 'dokter', 'ketus', 'jutek', 'dan', 'ogahan', 'dalam', 'melayani', 'padahal', 'kita', 'dcover', 'asuransi', 'kelas', 'terbayang', 'kalau', 'pasien', 'badan penyelenggara jaminan sosial', 'bgamana', 'buruknya', 'jangan', 'sampai', 'sakit', 'rakyat', 'indonesia', 'seram']","['rumahsakit', 'bergerak', 'bidang', 'pelayanan', 'administrasi', 'tenaga', 'medisnya', 'kecuali', 'ketus', 'jutek', 'ogahan', 'melayani', 'dcover', 'asuransi', 'kelas', 'terbayang', 'badan penyelenggara jaminan sosial', 'bgamana', 'buruknya', 'rakyat', 'indonesia', 'seram']","['rumahsakit', 'gerak', 'bidang', 'layan', 'administrasi', 'tenaga', 'medis', 'kecuali', 'ketus', 'jutek', 'ogah', 'layan', 'dcover', 'asuransi', 'kelas', 'bayang', 'badan', 'selenggara', 'jamin', 'sosial', 'bgamana', 'buruk', 'rakyat', 'indonesia', 'seram']","['rumahsakit', 'gerak', 'bidang', 'layan', 'administrasi', 'tenaga', 'medis', 'kecuali', 'ketus', 'jutek', 'ogah', 'layan', 'dcover', 'asuransi', 'kelas', 'bayang', 'badan', 'selenggara', 'jamin', 'sosial', 'bgamana', 'buruk', 'rakyat', 'indonesia', 'seram']",-20,negatif,"{'anger': 0, 'anticipation': 1, 'disgust': 1, 'fear': 0, 'joy': 0, 'sadness': 1, 'surprise': 0, 'trust': 2}",trust
